"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","scientificName","kingdom","phylum","order","family","genus","genericName","specificEpithet","taxonRank","dateIdentified","coordinateUncertaintyInMeters","year","month","day","eventDate","modified","lastInterpreted","references","license","geodeticDatum","class","countryCode","country","rightsHolder","identifier","informationWithheld","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","catalogNumber","recordedBy","http://unknown.org/occurrenceDetails","institutionCode","rights","eventTime","occurrenceRemarks","http://unknown.org/http_//rs.gbif.org/terms/1.0/Multimedia","identificationID","recordNumber","occurrenceStatus","identificationRemarks","infraspecificEpithet","locality","individualCount","elevation","stateProvince","http://unknown.org/combinationAuthors","http://unknown.org/verbatimScientificName","verbatimLabel","canonicalName","http://unknown.org/combinationYear","typeStatus","municipality","elevationAccuracy","depth","depthAccuracy","waterBody","type","ownerInstitutionCode","samplingProtocol","datasetID","nameAccordingTo","identifiedBy","georeferenceSources","created","associatedSequences","higherClassification","establishmentMeans","continent","higherGeography","institutionID","nomenclaturalCode","georeferenceVerificationStatus","language","vernacularName","http://unknown.org/http_//rs.tdwg.org/dwc/terms/ResourceRelationship","accessRights","behavior"
"147","Xenochrophis piscator","1898830935","24.364254","92.184757","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:23:35.511+0000","2018-08-27T09:23:35.525+0000","123","HUMAN_OBSERVATION","2454864","1","44","358","715","5789707","2454863","Xenochrophis piscator (Schneider, 1799)","Animalia","Chordata","Squamata","Natricidae","Xenochrophis","Xenochrophis","piscator","SPECIES","2018-08-22T10:36:58.000+0000","61534","2017","8","24","2017-08-24T15:37:00.000+0000","2018-08-22T13:49:21.000+0000","2018-08-27T09:23:49.545+0000","https://www.inaturalist.org/observations/15778861","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Rejoice Gassah","15778861",NA,"2017-08-24 15:37:00","iNaturalist research-grade observations","longai","1898830935","Observations","https://www.inaturalist.org/observations/15778861","28062","15778861","Rejoice Gassah","https://www.inaturalist.org/observations/15778861","iNaturalist","<U+00A9> Rejoice Gassah some rights reserved","10:07:00Z",NA,"[ ]","33974688",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Dendrelaphis pictus","1898830941","24.465753","92.267963","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:23:35.511+0000","2018-08-27T09:23:35.545+0000","123","HUMAN_OBSERVATION","2459346","1","44","358","715","6172","2459261","Dendrelaphis pictus (Gmelin, 1789)","Animalia","Chordata","Squamata","Colubridae","Dendrelaphis","Dendrelaphis","pictus","SPECIES","2018-08-22T10:19:59.000+0000","13143","2017","8","25","2017-08-25T10:29:00.000+0000","2018-08-23T14:47:16.000+0000","2018-08-27T09:23:49.200+0000","https://www.inaturalist.org/observations/15778690","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Rejoice Gassah","15778690",NA,"2017/08/25 10:29 AM IST","iNaturalist research-grade observations","Longai Forest, Assam, India","1898830941","Observations","https://www.inaturalist.org/observations/15778690","26644","15778690","Rejoice Gassah","https://www.inaturalist.org/observations/15778690","iNaturalist","<U+00A9> Rejoice Gassah some rights reserved","07:29:00Z",NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/23575981/original.jpg?1534933115"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/23575981"",
  ""http://purl.org/dc/terms/created"" : ""2017-08-25T10:29:56-07:00"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Rejoice Gassah"",
  ""http://purl.org/dc/terms/creator"" : ""Rejoice Gassah"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""23575981""
} ]","33974419",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Hebius beddomei","1836650730","11.544464","76.633253","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:15:03.851+0000","2018-05-09T01:51:20.093+0000","123","HUMAN_OBSERVATION","9601488","1","44","358","715","5789707","4821826","Hebius beddomei (G<U+00FC>nther, 1864)","Animalia","Chordata","Squamata","Natricidae","Hebius","Hebius","beddomei","SPECIES","2018-03-18T16:59:28.000+0000","31137","2017","8","29","2017-08-29T16:54:00.000+0000","2018-03-19T11:52:11.000+0000","2018-07-07T13:42:15.700+0000","https://www.inaturalist.org/observations/10292236","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","harshithjv","10292236","Coordinate uncertainty increased to 31137m at the request of the observer","2017/08/29 4:54 PM IST","iNaturalist research-grade observations","Tamil Nadu, IN","1836650730","Observations","https://www.inaturalist.org/observations/10292236","539770","10292236","harshithjv","https://www.inaturalist.org/observations/10292236","iNaturalist","<U+00A9> harshithjv some rights reserved","13:54:00Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""harshithjv"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""14252232"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""harshithjv"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/14252232"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2017-08-29T16:54:17-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/14252232/original.jpeg?1521391473"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]","22857725",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Psammophilus dorsalis","1831150272","12.883207","77.527906","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:36:21.570+0000","2018-03-08T06:52:02.461+0000","123","HUMAN_OBSERVATION","5226018","1","44","358","715","9199","2466062","Psammophilus dorsalis (Gray, 1831)","Animalia","Chordata","Squamata","Agamidae","Psammophilus","Psammophilus","dorsalis","SPECIES","2017-09-29T07:36:56.000+0000","NA","2017","8","12","2017-08-12T00:00:00.000+0000","2018-02-10T13:46:51.000+0000","2018-07-07T02:37:55.841+0000","https://www.inaturalist.org/observations/8165927","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","subbu107","8165927",NA,"2017-08-12","iNaturalist research-grade observations","Bangalore, IN-KA, IN","1831150272","Observations","https://www.inaturalist.org/observations/8165927","31408","8165927","subbu107","https://www.inaturalist.org/observations/8165927","iNaturalist","<U+00A9> subbu107 some rights reserved",NA,NA,"[ {
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10813955"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10813955"",
  ""http://purl.org/dc/terms/created"" : ""2017-08-12T10:07:46-07:00"",
  ""http://purl.org/dc/terms/creator"" : ""subbu107"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""subbu107"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10813955/original.jpeg?1506670612"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]","17263854",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Calotes versicolor","1883521316","14.901852","74.330984","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:21:23.645+0000","2018-07-22T20:51:56.382+0000","123","HUMAN_OBSERVATION","9125207","1","44","358","715","9199","2466496","Calotes versicolor (Daudin, 1802)","Animalia","Chordata","Squamata","Agamidae","Calotes","Calotes","versicolor","SPECIES","2018-07-14T08:49:18.000+0000","31","2017","8","8","2017-08-08T14:22:00.000+0000","2018-07-14T11:05:28.000+0000","2018-07-22T20:53:04.938+0000","https://www.inaturalist.org/observations/14341270","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","nagaadigak","14341270",NA,"2017/08/08 2:22 PM IST","iNaturalist research-grade observations","Kaiga Twp, Virje, Karnataka 581400, India","1883521316","Observations","https://www.inaturalist.org/observations/14341270","31281","14341270","nagaadigak","https://www.inaturalist.org/observations/14341270","iNaturalist","<U+00A9> nagaadigak some rights reserved","11:22:00Z","""Keep your year up even when looking down""....","[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/21310682/original.jpg?1531558088"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/21310682"",
  ""http://purl.org/dc/terms/created"" : ""2017-08-08T11:22:00Z"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""nagaadigak"",
  ""http://purl.org/dc/terms/creator"" : ""nagaadigak"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""21310682""
} ]","31115023",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Chamaeleo zeylanicus","1668842833","19.094686","74.433188","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:36:10.718+0000","2018-01-11T08:43:00.331+0000","123","HUMAN_OBSERVATION","2449028","1","44","358","715","9453","9183678","Chamaeleo zeylanicus Laurenti, 1768","Animalia","Chordata","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo","zeylanicus","SPECIES","2017-09-24T13:07:39.000+0000","31","2017","9","20","2017-09-20T23:06:00.000+0000","2017-09-24T13:07:39.000+0000","2018-07-07T06:39:39.923+0000","https://www.inaturalist.org/observations/8036370","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Vinod Borse","8036370",NA,"2017/09/20 11:06 PM EDT","iNaturalist research-grade observations","Kinhi, Maharashtra, India","1668842833","Observations","https://www.inaturalist.org/observations/8036370","32810","8036370","Vinod Borse","https://www.inaturalist.org/observations/8036370","iNaturalist","<U+00A9> Vinod Borse some rights reserved","03:06:00Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Vinod Borse"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10642197"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-20T23:06:14-07:00"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10642197/original.jpeg?1506082956"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Vinod Borse"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10642197"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","17062705",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Eutropis carinata","1640096853","19.165563","72.95879","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:35:44.358+0000","2018-01-11T08:42:23.451+0000","123","HUMAN_OBSERVATION","2460829","1","44","358","715","9115","7665052","Eutropis carinata (Schneider, 1801)","Animalia","Chordata","Squamata","Scincidae","Eutropis","Eutropis","carinata","SPECIES","2017-09-05T04:24:59.000+0000","800","2017","9","4","2017-09-04T08:10:39.000+0000","2017-09-08T08:09:12.000+0000","2018-07-07T08:34:32.828+0000","https://www.inaturalist.org/observations/7790611","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Shree Chile","7790611",NA,"2017-09-04 8:10:39 AM IST","iNaturalist research-grade observations","WING-B Sane Guruji Nagar, Mulund East Mumbai, Maharashtra 400081 India","1640096853","Observations","https://www.inaturalist.org/observations/7790611","68532","7790611","Shree Chile","https://www.inaturalist.org/observations/7790611","iNaturalist","<U+00A9> Shree Chile some rights reserved","05:10:39Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Shree Chile"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10241457"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-04T05:10:39Z"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10241457/original.jpeg?1504585516"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Shree Chile"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10241457"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
}, {
  ""http://purl.org/dc/terms/creator"" : ""Shree Chile"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10241464"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-04T05:10:39Z"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10241464/original.jpeg?1504585533"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Shree Chile"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10241464"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","16428088",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Chrysopelea ornata","1880671854","17.5862","81.673497","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:35:46.464+0000","2018-07-11T20:07:57.161+0000","123","HUMAN_OBSERVATION","9022569","1","44","358","715","6172","2457099","Chrysopelea ornata (Shaw, 1802)","Animalia","Chordata","Squamata","Colubridae","Chrysopelea","Chrysopelea","ornata","SPECIES",NA,"33021","2017","9","7","2017-09-07T01:52:46.000+0000","2018-06-17T04:52:09.000+0000","2018-07-11T20:15:56.245+0000","https://www.inaturalist.org/observations/7811072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","sunilalugolu","7811072",NA,"2017-09-07 1:52:46 a.m. GMT+05:30","iNaturalist research-grade observations","Andhra Pradesh 533295 India","1880671854","Observations","https://www.inaturalist.org/observations/7811072","27207","7811072","sunilalugolu","https://www.inaturalist.org/observations/7811072","iNaturalist","<U+00A9> sunilalugolu some rights reserved","20:22:46Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""sunilalugolu"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10274746"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-06T20:22:46Z"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10274746/original.jpg?1504729414"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10274746"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""sunilalugolu"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]",NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Psammophilus dorsalis","1668827385","12.881948","77.528222","gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:36:04.998+0000","2018-03-08T06:51:42.714+0000","123","HUMAN_OBSERVATION","5226018","1","44","358","715","9199","2466062","Psammophilus dorsalis (Gray, 1831)","Animalia","Chordata","Squamata","Agamidae","Psammophilus","Psammophilus","dorsalis","SPECIES","2017-09-18T13:23:19.000+0000","NA","2017","9","9","2017-09-09T00:00:00.000+0000","2018-02-10T13:48:42.000+0000","2018-07-07T06:44:47.065+0000","https://www.inaturalist.org/observations/7978341","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","subbu107","7978341",NA,"2017-09-09","iNaturalist research-grade observations","Bangalore, IN-KA, IN","1668827385","Observations","https://www.inaturalist.org/observations/7978341","31408","7978341","subbu107","https://www.inaturalist.org/observations/7978341","iNaturalist","<U+00A9> subbu107 some rights reserved",NA,NA,"[ {
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10548070"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10548070"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-09T11:20:24-07:00"",
  ""http://purl.org/dc/terms/creator"" : ""subbu107"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""subbu107"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10548070/original.jpeg?1505740995"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage""
} ]","16853507",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Varanus bengalensis","1668890318","10.521563","76.717788","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:36:29.516+0000","2018-01-11T08:47:13.572+0000","123","HUMAN_OBSERVATION","2470669","1","44","358","715","5023","2470872","Varanus bengalensis (Daudin, 1802)","Animalia","Chordata","Squamata","Varanidae","Varanus","Varanus","bengalensis","SPECIES","2017-10-03T06:32:01.000+0000","NA","2017","9","30","2017-09-30T10:50:13.000+0000","2017-10-03T06:32:01.000+0000","2018-07-07T06:47:13.245+0000","https://www.inaturalist.org/observations/8231455","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Bijoy Venugopal","8231455",NA,"Sat Sep 30 2017 10:50:13 GMT+0530 (GMT+5:30)","iNaturalist research-grade observations","Chittur, , Kerala, IN","1668890318","Observations","https://www.inaturalist.org/observations/8231455","39415","8231455","Bijoy Venugopal","https://www.inaturalist.org/observations/8231455","iNaturalist","<U+00A9> Bijoy Venugopal some rights reserved","05:20:13Z",NA,"[ {
  ""http://purl.org/dc/terms/creator"" : ""Bijoy Venugopal"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""10914307"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-30T05:20:13Z"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/10914307/original.jpg?1507000740"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Bijoy Venugopal"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/10914307"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg""
} ]","17411273",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Calotes versicolor","1836671784","13.649512","79.449597","cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","list()","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2018-08-27T09:15:11.959+0000","2018-06-20T17:32:55.224+0000","123","HUMAN_OBSERVATION","9125207","1","44","358","715","9199","2466496","Calotes versicolor (Daudin, 1802)","Animalia","Chordata","Squamata","Agamidae","Calotes","Calotes","versicolor","SPECIES","2018-03-22T16:48:31.000+0000","258","2017","9","10","2017-09-10T14:08:48.000+0000","2018-03-22T17:23:05.000+0000","2018-07-07T13:39:59.054+0000","https://www.inaturalist.org/observations/10359159","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Reptilia","IN","India","Suyash Sawant","10359159",NA,"2017-09-10 2:08:48 pm GMT+05:30","iNaturalist research-grade observations","Kadapa - Tirupati Rd, Mangalam, Tirupati, Andhra Pradesh 517507, India","1836671784","Observations","https://www.inaturalist.org/observations/10359159","31281","10359159","Suyash Sawant","https://www.inaturalist.org/observations/10359159","iNaturalist","<U+00A9> Suyash Sawant some rights reserved","08:38:48Z",NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/14369798/original.jpeg?1521737321"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist"",
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""14369798"",
  ""http://purl.org/dc/terms/created"" : ""2017-09-10T14:08:48-07:00"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Suyash Sawant"",
  ""http://purl.org/dc/terms/creator"" : ""Suyash Sawant"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/14369798""
} ]","23018880",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
